id,text,file,node,lineNumber
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-0,zero indent if with equal line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,7
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-1,zero indent if with one indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,12
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-2,zero indent if with two indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,17
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-3,one indent if with equal indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,22
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-4,zero indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,26
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-5,one indent if with two indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,28
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-6,zero indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,32
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-7,one indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,33
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-8,one indent if with zero indent line and endif,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,37
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-9,zero indent if with one indent line and endif,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,42
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-10,zero indent if and line with one indent,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,47
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-11,one indent if and endif with zero indent line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,52
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-12,option with subline,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,55
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-13,subline,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,56
line:/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn-Start-14,option below blank line,/Users/DrJosh9000/repos/personal/yarn/testdata/Indentation.yarn,Start,58
