id,text,file,node,lineNumber
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-0,Mae: ¯\_(ツ)_/¯,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,6
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-1,Mae: <o>,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,7
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-2,Mae: :|,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,8
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-3,Mae: :),/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,9
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-4,Mae: :(,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,10
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-5,Mae: :o,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,11
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-6,Mae: :\,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,12
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-7,Mae: :<,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,13
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-8,Mae: D:,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,14
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-9,Mae: -_-,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,15
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-10,Mae: =_=,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,16
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-11,Mae: U_U,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,17
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-12,Mae: O_O,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,18
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-13,Mae: o_o,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,19
line:/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn-Start-14,Mae: \o/,/Users/kalexmills/repos/personal/yarn/testdata/Smileys.yarn,Start,20
